sample_index,target_game_id,target_date,season,home_team_code,home_team,away_team_code,away_team,y_home_win,window,sequence_mode,crosses_season_boundary,home_history_start,home_history_end,away_history_start,away_history_end,split,train_end_date,validation_end_date
867,S29G01N73,2016-12-03,2016-2017,70,안양KGC,35,서울삼성,0,3,carryover,0,2016-11-25,2016-11-30,2016-11-23,2016-12-01,train,2021-04-06,2023-03-29
868,S29G01N74,2016-12-03,2016-2017,16,원주동부,60,전주KCC,0,3,carryover,0,2016-11-25,2016-12-01,2016-11-20,2016-11-26,train,2021-04-06,2023-03-29
869,S29G01N75,2016-12-03,2016-2017,50,창원LG,55,서울SK,1,3,carryover,0,2016-11-24,2016-11-30,2016-11-25,2016-11-29,train,2021-04-06,2023-03-29
870,S29G01N76,2016-12-04,2016-2017,30,고양오리온,35,서울삼성,1,3,carryover,0,2016-11-26,2016-12-02,2016-11-26,2016-12-03,train,2021-04-06,2023-03-29
871,S29G01N78,2016-12-04,2016-2017,10,울산모비스,50,창원LG,1,3,carryover,0,2016-11-25,2016-12-02,2016-11-26,2016-12-03,train,2021-04-06,2023-03-29
872,S29G01N77,2016-12-04,2016-2017,16,원주동부,65,인천전자랜드,1,3,carryover,0,2016-11-27,2016-12-03,2016-11-27,2016-12-02,train,2021-04-06,2023-03-29
873,S29G01N79,2016-12-06,2016-2017,10,울산모비스,55,서울SK,1,3,carryover,0,2016-11-27,2016-12-04,2016-11-27,2016-12-03,train,2021-04-06,2023-03-29
874,S29G01N81,2016-12-07,2016-2017,30,고양오리온,70,안양KGC,0,3,carryover,0,2016-11-30,2016-12-04,2016-11-27,2016-12-03,train,2021-04-06,2023-03-29
875,S29G01N80,2016-12-07,2016-2017,60,전주KCC,65,인천전자랜드,1,3,carryover,0,2016-11-24,2016-12-03,2016-11-30,2016-12-04,train,2021-04-06,2023-03-29
876,S29G01N82,2016-12-08,2016-2017,06,부산KT,50,창원LG,0,3,carryover,0,2016-11-27,2016-12-02,2016-11-30,2016-12-04,train,2021-04-06,2023-03-29
877,S29G01N84,2016-12-09,2016-2017,55,서울SK,60,전주KCC,1,3,carryover,0,2016-11-29,2016-12-06,2016-11-26,2016-12-07,train,2021-04-06,2023-03-29
878,S29G01N83,2016-12-09,2016-2017,10,울산모비스,30,고양오리온,1,3,carryover,0,2016-12-02,2016-12-06,2016-12-02,2016-12-07,train,2021-04-06,2023-03-29
879,S29G01N85,2016-12-10,2016-2017,70,안양KGC,16,원주동부,1,3,carryover,0,2016-11-30,2016-12-07,2016-12-01,2016-12-04,train,2021-04-06,2023-03-29
880,S29G01N87,2016-12-10,2016-2017,50,창원LG,65,인천전자랜드,1,3,carryover,0,2016-12-03,2016-12-08,2016-12-02,2016-12-07,train,2021-04-06,2023-03-29
881,S29G01N86,2016-12-10,2016-2017,06,부산KT,35,서울삼성,0,3,carryover,0,2016-11-29,2016-12-08,2016-12-01,2016-12-04,train,2021-04-06,2023-03-29
882,S29G01N88,2016-12-11,2016-2017,55,서울SK,70,안양KGC,0,3,carryover,0,2016-12-03,2016-12-09,2016-12-03,2016-12-10,train,2021-04-06,2023-03-29
883,S29G01N89,2016-12-11,2016-2017,60,전주KCC,10,울산모비스,0,3,carryover,0,2016-12-03,2016-12-09,2016-12-04,2016-12-09,train,2021-04-06,2023-03-29
884,S29G01N90,2016-12-11,2016-2017,30,고양오리온,16,원주동부,1,3,carryover,0,2016-12-04,2016-12-09,2016-12-03,2016-12-10,train,2021-04-06,2023-03-29
885,S29G01N91,2016-12-13,2016-2017,06,부산KT,70,안양KGC,0,3,carryover,0,2016-12-02,2016-12-10,2016-12-07,2016-12-11,train,2021-04-06,2023-03-29
886,S29G01N92,2016-12-14,2016-2017,50,창원LG,55,서울SK,1,3,carryover,0,2016-12-04,2016-12-10,2016-12-06,2016-12-11,train,2021-04-06,2023-03-29
887,S29G01N93,2016-12-14,2016-2017,65,인천전자랜드,10,울산모비스,1,3,carryover,0,2016-12-04,2016-12-10,2016-12-06,2016-12-11,train,2021-04-06,2023-03-29
888,S29G01N94,2016-12-15,2016-2017,60,전주KCC,30,고양오리온,1,3,carryover,0,2016-12-07,2016-12-11,2016-12-07,2016-12-11,train,2021-04-06,2023-03-29
889,S29G01N95,2016-12-16,2016-2017,16,원주동부,35,서울삼성,1,3,carryover,0,2016-12-04,2016-12-11,2016-12-03,2016-12-10,train,2021-04-06,2023-03-29
890,S29G01N96,2016-12-16,2016-2017,55,서울SK,65,인천전자랜드,0,3,carryover,0,2016-12-09,2016-12-14,2016-12-07,2016-12-14,train,2021-04-06,2023-03-29
891,S29G01N97,2016-12-17,2016-2017,50,창원LG,30,고양오리온,0,3,carryover,0,2016-12-08,2016-12-14,2016-12-09,2016-12-15,train,2021-04-06,2023-03-29
892,S29G01N98,2016-12-17,2016-2017,06,부산KT,10,울산모비스,0,3,carryover,0,2016-12-08,2016-12-13,2016-12-09,2016-12-14,train,2021-04-06,2023-03-29
893,S29G01N99,2016-12-17,2016-2017,70,안양KGC,60,전주KCC,1,3,carryover,0,2016-12-10,2016-12-13,2016-12-09,2016-12-15,train,2021-04-06,2023-03-29
894,S29G01N100,2016-12-18,2016-2017,55,서울SK,16,원주동부,0,3,carryover,0,2016-12-11,2016-12-16,2016-12-10,2016-12-16,train,2021-04-06,2023-03-29
895,S29G01N102,2016-12-18,2016-2017,06,부산KT,65,인천전자랜드,1,3,carryover,0,2016-12-10,2016-12-17,2016-12-10,2016-12-16,train,2021-04-06,2023-03-29
896,S29G01N101,2016-12-18,2016-2017,50,창원LG,35,서울삼성,1,3,carryover,0,2016-12-10,2016-12-17,2016-12-04,2016-12-16,train,2021-04-06,2023-03-29
897,S29G01N103,2016-12-20,2016-2017,70,안양KGC,65,인천전자랜드,1,3,carryover,0,2016-12-11,2016-12-17,2016-12-14,2016-12-18,train,2021-04-06,2023-03-29
898,S29G01N104,2016-12-21,2016-2017,60,전주KCC,16,원주동부,0,3,carryover,0,2016-12-11,2016-12-17,2016-12-11,2016-12-18,train,2021-04-06,2023-03-29
899,S29G01N105,2016-12-21,2016-2017,30,고양오리온,35,서울삼성,0,3,carryover,0,2016-12-11,2016-12-17,2016-12-10,2016-12-18,train,2021-04-06,2023-03-29
900,S29G01N106,2016-12-22,2016-2017,50,창원LG,06,부산KT,0,3,carryover,0,2016-12-14,2016-12-18,2016-12-13,2016-12-18,train,2021-04-06,2023-03-29
901,S29G01N107,2016-12-23,2016-2017,70,안양KGC,35,서울삼성,0,3,carryover,0,2016-12-13,2016-12-20,2016-12-16,2016-12-21,train,2021-04-06,2023-03-29
902,S29G01N108,2016-12-23,2016-2017,10,울산모비스,55,서울SK,1,3,carryover,0,2016-12-11,2016-12-17,2016-12-14,2016-12-18,train,2021-04-06,2023-03-29
903,S29G01N109,2016-12-24,2016-2017,30,고양오리온,06,부산KT,1,3,carryover,0,2016-12-15,2016-12-21,2016-12-17,2016-12-22,train,2021-04-06,2023-03-29
904,S29G01N111,2016-12-24,2016-2017,16,원주동부,65,인천전자랜드,1,3,carryover,0,2016-12-16,2016-12-21,2016-12-16,2016-12-20,train,2021-04-06,2023-03-29
905,S29G01N110,2016-12-24,2016-2017,60,전주KCC,50,창원LG,1,3,carryover,0,2016-12-15,2016-12-21,2016-12-17,2016-12-22,train,2021-04-06,2023-03-29
906,S29G01N112,2016-12-25,2016-2017,55,서울SK,35,서울삼성,0,3,carryover,0,2016-12-16,2016-12-23,2016-12-18,2016-12-23,train,2021-04-06,2023-03-29
907,S29G01N113,2016-12-25,2016-2017,50,창원LG,16,원주동부,0,3,carryover,0,2016-12-18,2016-12-24,2016-12-18,2016-12-24,train,2021-04-06,2023-03-29
908,S29G01N114,2016-12-25,2016-2017,30,고양오리온,10,울산모비스,1,3,carryover,0,2016-12-17,2016-12-24,2016-12-14,2016-12-23,train,2021-04-06,2023-03-29
909,S29G01N115,2016-12-27,2016-2017,10,울산모비스,16,원주동부,1,3,carryover,0,2016-12-17,2016-12-25,2016-12-21,2016-12-25,train,2021-04-06,2023-03-29
910,S29G01N116,2016-12-28,2016-2017,55,서울SK,70,안양KGC,1,3,carryover,0,2016-12-18,2016-12-25,2016-12-17,2016-12-23,train,2021-04-06,2023-03-29
911,S29G01N117,2016-12-28,2016-2017,06,부산KT,60,전주KCC,0,3,carryover,0,2016-12-18,2016-12-24,2016-12-17,2016-12-24,train,2021-04-06,2023-03-29
912,S29G01N118,2016-12-29,2016-2017,65,인천전자랜드,30,고양오리온,0,3,carryover,0,2016-12-18,2016-12-24,2016-12-21,2016-12-25,train,2021-04-06,2023-03-29
913,S29G01N119,2016-12-30,2016-2017,70,안양KGC,16,원주동부,1,3,carryover,0,2016-12-20,2016-12-28,2016-12-24,2016-12-27,train,2021-04-06,2023-03-29
914,S29G01N120,2016-12-30,2016-2017,35,서울삼성,06,부산KT,1,3,carryover,0,2016-12-21,2016-12-25,2016-12-22,2016-12-28,train,2021-04-06,2023-03-29
915,S29G01N121,2016-12-31,2016-2017,10,울산모비스,60,전주KCC,0,3,carryover,0,2016-12-23,2016-12-27,2016-12-21,2016-12-28,train,2021-04-06,2023-03-29
916,S29G01N123,2016-12-31,2016-2017,65,인천전자랜드,50,창원LG,1,3,carryover,0,2016-12-20,2016-12-29,2016-12-22,2016-12-25,train,2021-04-06,2023-03-29
917,S29G01N122,2016-12-31,2016-2017,30,고양오리온,55,서울SK,0,3,carryover,0,2016-12-24,2016-12-29,2016-12-23,2016-12-28,train,2021-04-06,2023-03-29
918,S29G01N124,2017-01-01,2016-2017,16,원주동부,06,부산KT,0,3,carryover,0,2016-12-25,2016-12-30,2016-12-24,2016-12-30,train,2021-04-06,2023-03-29
919,S29G01N125,2017-01-01,2016-2017,70,안양KGC,10,울산모비스,1,3,carryover,0,2016-12-23,2016-12-30,2016-12-25,2016-12-31,train,2021-04-06,2023-03-29
920,S29G01N126,2017-01-01,2016-2017,60,전주KCC,35,서울삼성,0,3,carryover,0,2016-12-24,2016-12-31,2016-12-23,2016-12-30,train,2021-04-06,2023-03-29
921,S29G01N127,2017-01-03,2016-2017,60,전주KCC,55,서울SK,1,3,carryover,0,2016-12-28,2017-01-01,2016-12-25,2016-12-31,train,2021-04-06,2023-03-29
922,S29G01N128,2017-01-04,2016-2017,65,인천전자랜드,35,서울삼성,0,3,carryover,0,2016-12-24,2016-12-31,2016-12-25,2017-01-01,train,2021-04-06,2023-03-29
923,S29G01N129,2017-01-04,2016-2017,30,고양오리온,70,안양KGC,1,3,carryover,0,2016-12-25,2016-12-31,2016-12-28,2017-01-01,train,2021-04-06,2023-03-29
924,S29G01N130,2017-01-05,2016-2017,10,울산모비스,50,창원LG,0,3,carryover,0,2016-12-27,2017-01-01,2016-12-24,2016-12-31,train,2021-04-06,2023-03-29
925,S29G01N131,2017-01-06,2016-2017,16,원주동부,30,고양오리온,1,3,carryover,0,2016-12-27,2017-01-01,2016-12-29,2017-01-04,train,2021-04-06,2023-03-29
926,S29G01N132,2017-01-06,2016-2017,60,전주KCC,65,인천전자랜드,0,3,carryover,0,2016-12-31,2017-01-03,2016-12-29,2017-01-04,train,2021-04-06,2023-03-29
927,S29G01N133,2017-01-07,2016-2017,70,안양KGC,50,창원LG,1,3,carryover,0,2016-12-30,2017-01-04,2016-12-25,2017-01-05,train,2021-04-06,2023-03-29
928,S29G01N134,2017-01-07,2016-2017,10,울산모비스,35,서울삼성,1,3,carryover,0,2016-12-31,2017-01-05,2016-12-30,2017-01-04,train,2021-04-06,2023-03-29
929,S29G01N135,2017-01-07,2016-2017,06,부산KT,55,서울SK,1,3,carryover,0,2016-12-28,2017-01-01,2016-12-28,2017-01-03,train,2021-04-06,2023-03-29
930,S29G01N136,2017-01-08,2016-2017,30,고양오리온,60,전주KCC,1,3,carryover,0,2016-12-31,2017-01-06,2017-01-01,2017-01-06,train,2021-04-06,2023-03-29
931,S29G01N137,2017-01-08,2016-2017,10,울산모비스,16,원주동부,1,3,carryover,0,2017-01-01,2017-01-07,2016-12-30,2017-01-06,train,2021-04-06,2023-03-29
932,S29G01N138,2017-01-08,2016-2017,65,인천전자랜드,06,부산KT,1,3,carryover,0,2016-12-31,2017-01-06,2016-12-30,2017-01-07,train,2021-04-06,2023-03-29
933,S29G01N139,2017-01-10,2016-2017,70,안양KGC,06,부산KT,1,3,carryover,0,2017-01-01,2017-01-07,2017-01-01,2017-01-08,train,2021-04-06,2023-03-29
934,S29G01N140,2017-01-10,2016-2017,35,서울삼성,55,서울SK,1,3,carryover,0,2017-01-01,2017-01-07,2016-12-31,2017-01-07,train,2021-04-06,2023-03-29
935,S29G01N142,2017-01-11,2016-2017,16,원주동부,50,창원LG,1,3,carryover,0,2017-01-01,2017-01-08,2016-12-31,2017-01-07,train,2021-04-06,2023-03-29
936,S29G01N141,2017-01-11,2016-2017,70,안양KGC,10,울산모비스,1,3,carryover,0,2017-01-04,2017-01-10,2017-01-05,2017-01-08,train,2021-04-06,2023-03-29
937,S29G01N143,2017-01-12,2016-2017,60,전주KCC,35,서울삼성,0,3,carryover,0,2017-01-03,2017-01-08,2017-01-04,2017-01-10,train,2021-04-06,2023-03-29
938,S29G01N144,2017-01-12,2016-2017,30,고양오리온,65,인천전자랜드,1,3,carryover,0,2017-01-04,2017-01-08,2017-01-04,2017-01-08,train,2021-04-06,2023-03-29
939,S29G01N145,2017-01-13,2016-2017,55,서울SK,50,창원LG,0,3,carryover,0,2017-01-03,2017-01-10,2017-01-05,2017-01-11,train,2021-04-06,2023-03-29
940,S29G01N146,2017-01-14,2016-2017,10,울산모비스,65,인천전자랜드,0,3,carryover,0,2017-01-07,2017-01-11,2017-01-06,2017-01-12,train,2021-04-06,2023-03-29
941,S29G01N147,2017-01-14,2016-2017,60,전주KCC,16,원주동부,1,3,carryover,0,2017-01-06,2017-01-12,2017-01-06,2017-01-11,train,2021-04-06,2023-03-29
942,S29G01N148,2017-01-14,2016-2017,35,서울삼성,30,고양오리온,0,3,carryover,0,2017-01-07,2017-01-12,2017-01-06,2017-01-12,train,2021-04-06,2023-03-29
943,S29G01N149,2017-01-15,2016-2017,50,창원LG,65,인천전자랜드,0,3,carryover,0,2017-01-07,2017-01-13,2017-01-08,2017-01-14,train,2021-04-06,2023-03-29
944,S29G01N150,2017-01-15,2016-2017,06,부산KT,30,고양오리온,1,3,carryover,0,2017-01-07,2017-01-10,2017-01-08,2017-01-14,train,2021-04-06,2023-03-29
945,S29G01N151,2017-01-15,2016-2017,55,서울SK,60,전주KCC,1,3,carryover,0,2017-01-07,2017-01-13,2017-01-08,2017-01-14,train,2021-04-06,2023-03-29
946,S29G01N152,2017-01-17,2016-2017,50,창원LG,35,서울삼성,1,3,carryover,0,2017-01-11,2017-01-15,2017-01-10,2017-01-14,train,2021-04-06,2023-03-29
947,S29G01N153,2017-01-17,2016-2017,06,부산KT,55,서울SK,1,3,carryover,0,2017-01-08,2017-01-15,2017-01-10,2017-01-15,train,2021-04-06,2023-03-29
948,S29G01N155,2017-01-18,2016-2017,16,원주동부,70,안양KGC,1,3,carryover,0,2017-01-08,2017-01-14,2017-01-07,2017-01-11,train,2021-04-06,2023-03-29
949,S29G01N154,2017-01-18,2016-2017,10,울산모비스,30,고양오리온,1,3,carryover,0,2017-01-08,2017-01-14,2017-01-12,2017-01-15,train,2021-04-06,2023-03-29
950,S29G01N156,2017-01-18,2016-2017,65,인천전자랜드,60,전주KCC,1,3,carryover,0,2017-01-12,2017-01-15,2017-01-12,2017-01-15,train,2021-04-06,2023-03-29
951,S29G01N157,2017-01-25,2016-2017,06,부산KT,50,창원LG,0,3,carryover,0,2017-01-10,2017-01-17,2017-01-13,2017-01-17,train,2021-04-06,2023-03-29
952,S29G01N158,2017-01-25,2016-2017,10,울산모비스,35,서울삼성,0,3,carryover,0,2017-01-11,2017-01-18,2017-01-12,2017-01-17,train,2021-04-06,2023-03-29
953,S29G01N160,2017-01-26,2016-2017,70,안양KGC,30,고양오리온,1,3,carryover,0,2017-01-10,2017-01-18,2017-01-14,2017-01-18,train,2021-04-06,2023-03-29
954,S29G01N159,2017-01-26,2016-2017,55,서울SK,16,원주동부,1,3,carryover,0,2017-01-13,2017-01-17,2017-01-11,2017-01-18,train,2021-04-06,2023-03-29
955,S29G01N161,2017-01-27,2016-2017,06,부산KT,60,전주KCC,1,3,carryover,0,2017-01-15,2017-01-25,2017-01-14,2017-01-18,train,2021-04-06,2023-03-29
956,S29G01N162,2017-01-27,2016-2017,50,창원LG,10,울산모비스,0,3,carryover,0,2017-01-15,2017-01-25,2017-01-14,2017-01-25,train,2021-04-06,2023-03-29
957,S29G01N163,2017-01-28,2016-2017,35,서울삼성,16,원주동부,0,3,carryover,0,2017-01-14,2017-01-25,2017-01-14,2017-01-26,train,2021-04-06,2023-03-29
958,S29G01N165,2017-01-28,2016-2017,70,안양KGC,65,인천전자랜드,1,3,carryover,0,2017-01-11,2017-01-26,2017-01-14,2017-01-18,train,2021-04-06,2023-03-29
959,S29G01N164,2017-01-28,2016-2017,55,서울SK,30,고양오리온,0,3,carryover,0,2017-01-15,2017-01-26,2017-01-15,2017-01-26,train,2021-04-06,2023-03-29
960,S29G01N166,2017-01-29,2016-2017,50,창원LG,60,전주KCC,1,3,carryover,0,2017-01-17,2017-01-27,2017-01-15,2017-01-27,train,2021-04-06,2023-03-29
961,S29G01N168,2017-01-29,2016-2017,10,울산모비스,06,부산KT,1,3,carryover,0,2017-01-18,2017-01-27,2017-01-17,2017-01-27,train,2021-04-06,2023-03-29
962,S29G01N167,2017-01-29,2016-2017,65,인천전자랜드,55,서울SK,0,3,carryover,0,2017-01-15,2017-01-28,2017-01-17,2017-01-28,train,2021-04-06,2023-03-29
963,S29G01N169,2017-01-30,2016-2017,35,서울삼성,70,안양KGC,0,3,carryover,0,2017-01-17,2017-01-28,2017-01-18,2017-01-28,train,2021-04-06,2023-03-29
964,S29G01N170,2017-01-30,2016-2017,30,고양오리온,16,원주동부,1,3,carryover,0,2017-01-18,2017-01-28,2017-01-18,2017-01-28,train,2021-04-06,2023-03-29
965,S29G01N171,2017-02-01,2016-2017,70,안양KGC,55,서울SK,1,3,carryover,0,2017-01-26,2017-01-30,2017-01-26,2017-01-29,train,2021-04-06,2023-03-29
966,S29G01N172,2017-02-01,2016-2017,10,울산모비스,60,전주KCC,1,3,carryover,0,2017-01-25,2017-01-29,2017-01-18,2017-01-29,train,2021-04-06,2023-03-29
967,S29G01N173,2017-02-02,2016-2017,06,부산KT,16,원주동부,0,3,carryover,0,2017-01-25,2017-01-29,2017-01-26,2017-01-30,train,2021-04-06,2023-03-29
968,S29G01N174,2017-02-02,2016-2017,35,서울삼성,65,인천전자랜드,1,3,carryover,0,2017-01-25,2017-01-30,2017-01-18,2017-01-29,train,2021-04-06,2023-03-29
969,S29G01N176,2017-02-03,2016-2017,30,고양오리온,50,창원LG,0,3,carryover,0,2017-01-26,2017-01-30,2017-01-25,2017-01-29,train,2021-04-06,2023-03-29
970,S29G01N175,2017-02-03,2016-2017,55,서울SK,10,울산모비스,1,3,carryover,0,2017-01-28,2017-02-01,2017-01-27,2017-02-01,train,2021-04-06,2023-03-29
971,S29G01N177,2017-02-04,2016-2017,35,서울삼성,06,부산KT,1,3,carryover,0,2017-01-28,2017-02-02,2017-01-27,2017-02-02,train,2021-04-06,2023-03-29
972,S29G01N179,2017-02-04,2016-2017,70,안양KGC,60,전주KCC,0,3,carryover,0,2017-01-28,2017-02-01,2017-01-27,2017-02-01,train,2021-04-06,2023-03-29
973,S29G01N178,2017-02-04,2016-2017,65,인천전자랜드,16,원주동부,1,3,carryover,0,2017-01-28,2017-02-02,2017-01-28,2017-02-02,train,2021-04-06,2023-03-29
974,S29G01N180,2017-02-05,2016-2017,10,울산모비스,30,고양오리온,1,3,carryover,0,2017-01-29,2017-02-03,2017-01-28,2017-02-03,train,2021-04-06,2023-03-29
975,S29G01N182,2017-02-05,2016-2017,55,서울SK,60,전주KCC,1,3,carryover,0,2017-01-29,2017-02-03,2017-01-29,2017-02-04,train,2021-04-06,2023-03-29
976,S29G01N181,2017-02-05,2016-2017,50,창원LG,70,안양KGC,1,3,carryover,0,2017-01-27,2017-02-03,2017-01-30,2017-02-04,train,2021-04-06,2023-03-29
977,S29G01N183,2017-02-07,2016-2017,60,전주KCC,65,인천전자랜드,1,3,carryover,0,2017-02-01,2017-02-05,2017-01-29,2017-02-04,train,2021-04-06,2023-03-29
978,S29G01N184,2017-02-08,2016-2017,35,서울삼성,70,안양KGC,1,3,carryover,0,2017-01-30,2017-02-04,2017-02-01,2017-02-05,train,2021-04-06,2023-03-29
979,S29G01N185,2017-02-08,2016-2017,55,서울SK,50,창원LG,1,3,carryover,0,2017-02-01,2017-02-05,2017-01-29,2017-02-05,train,2021-04-06,2023-03-29
980,S29G01N187,2017-02-09,2016-2017,60,전주KCC,30,고양오리온,0,3,carryover,0,2017-02-04,2017-02-07,2017-01-30,2017-02-05,train,2021-04-06,2023-03-29
981,S29G01N186,2017-02-09,2016-2017,16,원주동부,06,부산KT,0,3,carryover,0,2017-01-30,2017-02-04,2017-01-29,2017-02-04,train,2021-04-06,2023-03-29
982,S29G01N188,2017-02-10,2016-2017,55,서울SK,35,서울삼성,1,3,carryover,0,2017-02-03,2017-02-08,2017-02-02,2017-02-08,train,2021-04-06,2023-03-29
983,S29G01N189,2017-02-10,2016-2017,65,인천전자랜드,70,안양KGC,0,3,carryover,0,2017-02-02,2017-02-07,2017-02-04,2017-02-08,train,2021-04-06,2023-03-29
984,S29G01N190,2017-02-11,2016-2017,10,울산모비스,50,창원LG,1,3,carryover,0,2017-02-01,2017-02-05,2017-02-03,2017-02-08,train,2021-04-06,2023-03-29
985,S29G01N191,2017-02-11,2016-2017,30,고양오리온,16,원주동부,1,3,carryover,0,2017-02-03,2017-02-09,2017-02-02,2017-02-09,train,2021-04-06,2023-03-29
986,S29G01N192,2017-02-11,2016-2017,60,전주KCC,06,부산KT,1,3,carryover,0,2017-02-05,2017-02-09,2017-02-02,2017-02-09,train,2021-04-06,2023-03-29
987,S29G01N193,2017-02-12,2016-2017,65,인천전자랜드,35,서울삼성,0,3,carryover,0,2017-02-04,2017-02-10,2017-02-04,2017-02-10,train,2021-04-06,2023-03-29
988,S29G01N195,2017-02-12,2016-2017,10,울산모비스,70,안양KGC,1,3,carryover,0,2017-02-03,2017-02-11,2017-02-05,2017-02-10,train,2021-04-06,2023-03-29
989,S29G01N194,2017-02-12,2016-2017,16,원주동부,55,서울SK,1,3,carryover,0,2017-02-04,2017-02-11,2017-02-05,2017-02-10,train,2021-04-06,2023-03-29
990,S29G01N196,2017-02-14,2016-2017,70,안양KGC,16,원주동부,1,3,carryover,0,2017-02-08,2017-02-12,2017-02-09,2017-02-12,train,2021-04-06,2023-03-29
991,S29G01N197,2017-02-15,2016-2017,30,고양오리온,35,서울삼성,1,3,carryover,0,2017-02-05,2017-02-11,2017-02-08,2017-02-12,train,2021-04-06,2023-03-29
992,S29G01N198,2017-02-15,2016-2017,50,창원LG,60,전주KCC,1,3,carryover,0,2017-02-05,2017-02-11,2017-02-07,2017-02-11,train,2021-04-06,2023-03-29
993,S29G01N199,2017-02-16,2016-2017,16,원주동부,65,인천전자랜드,1,3,carryover,0,2017-02-11,2017-02-14,2017-02-07,2017-02-12,train,2021-04-06,2023-03-29
994,S29G01N200,2017-02-16,2016-2017,10,울산모비스,06,부산KT,0,3,carryover,0,2017-02-05,2017-02-12,2017-02-04,2017-02-11,train,2021-04-06,2023-03-29
995,S29G01N201,2017-02-17,2016-2017,50,창원LG,35,서울삼성,1,3,carryover,0,2017-02-08,2017-02-15,2017-02-10,2017-02-15,train,2021-04-06,2023-03-29
996,S29G01N202,2017-02-17,2016-2017,55,서울SK,70,안양KGC,0,3,carryover,0,2017-02-08,2017-02-12,2017-02-10,2017-02-14,train,2021-04-06,2023-03-29
997,S29G01N203,2017-02-18,2016-2017,65,인천전자랜드,10,울산모비스,1,3,carryover,0,2017-02-10,2017-02-16,2017-02-11,2017-02-16,train,2021-04-06,2023-03-29
998,S29G01N204,2017-02-18,2016-2017,06,부산KT,30,고양오리온,1,3,carryover,0,2017-02-09,2017-02-16,2017-02-09,2017-02-15,train,2021-04-06,2023-03-29
999,S29G01N205,2017-02-18,2016-2017,16,원주동부,60,전주KCC,1,3,carryover,0,2017-02-12,2017-02-16,2017-02-09,2017-02-15,train,2021-04-06,2023-03-29
1000,S29G01N206,2017-02-19,2016-2017,70,안양KGC,50,창원LG,1,3,carryover,0,2017-02-12,2017-02-17,2017-02-11,2017-02-17,train,2021-04-06,2023-03-29
1001,S29G01N208,2017-02-19,2016-2017,35,서울삼성,06,부산KT,1,3,carryover,0,2017-02-12,2017-02-17,2017-02-11,2017-02-18,train,2021-04-06,2023-03-29
1002,S29G01N207,2017-02-19,2016-2017,65,인천전자랜드,30,고양오리온,0,3,carryover,0,2017-02-12,2017-02-18,2017-02-11,2017-02-18,train,2021-04-06,2023-03-29
1003,S29G01N209,2017-02-21,2016-2017,55,서울SK,06,부산KT,1,3,carryover,0,2017-02-10,2017-02-17,2017-02-16,2017-02-19,train,2021-04-06,2023-03-29
1004,S29G01N210,2017-02-22,2016-2017,16,원주동부,10,울산모비스,0,3,carryover,0,2017-02-14,2017-02-18,2017-02-12,2017-02-18,train,2021-04-06,2023-03-29
1005,S29G01N211,2017-02-22,2016-2017,65,인천전자랜드,50,창원LG,1,3,carryover,0,2017-02-16,2017-02-19,2017-02-15,2017-02-19,train,2021-04-06,2023-03-29
1006,S29G01N212,2017-02-23,2016-2017,30,고양오리온,55,서울SK,1,3,carryover,0,2017-02-15,2017-02-19,2017-02-12,2017-02-21,train,2021-04-06,2023-03-29
1007,S29G01N213,2017-02-23,2016-2017,60,전주KCC,70,안양KGC,0,3,carryover,0,2017-02-11,2017-02-18,2017-02-14,2017-02-19,train,2021-04-06,2023-03-29
1008,S29G01N215,2017-02-24,2016-2017,50,창원LG,06,부산KT,0,3,carryover,0,2017-02-17,2017-02-22,2017-02-18,2017-02-21,train,2021-04-06,2023-03-29
1009,S29G01N214,2017-02-24,2016-2017,35,서울삼성,16,원주동부,1,3,carryover,0,2017-02-15,2017-02-19,2017-02-16,2017-02-22,train,2021-04-06,2023-03-29
1010,S29G01N216,2017-02-25,2016-2017,65,인천전자랜드,55,서울SK,1,3,carryover,0,2017-02-18,2017-02-22,2017-02-17,2017-02-23,train,2021-04-06,2023-03-29
1011,S29G01N217,2017-02-25,2016-2017,60,전주KCC,10,울산모비스,0,3,carryover,0,2017-02-15,2017-02-23,2017-02-16,2017-02-22,train,2021-04-06,2023-03-29
1012,S29G01N218,2017-02-25,2016-2017,30,고양오리온,70,안양KGC,1,3,carryover,0,2017-02-18,2017-02-23,2017-02-17,2017-02-23,train,2021-04-06,2023-03-29
1013,S29G01N219,2017-02-26,2016-2017,16,원주동부,50,창원LG,1,3,carryover,0,2017-02-18,2017-02-24,2017-02-19,2017-02-24,train,2021-04-06,2023-03-29
1014,S29G01N220,2017-02-26,2016-2017,35,서울삼성,10,울산모비스,1,3,carryover,0,2017-02-17,2017-02-24,2017-02-18,2017-02-25,train,2021-04-06,2023-03-29
1015,S29G01N221,2017-02-26,2016-2017,06,부산KT,70,안양KGC,1,3,carryover,0,2017-02-19,2017-02-24,2017-02-19,2017-02-25,train,2021-04-06,2023-03-29
1016,S29G01N222,2017-02-28,2016-2017,35,서울삼성,60,전주KCC,0,3,carryover,0,2017-02-19,2017-02-26,2017-02-18,2017-02-25,train,2021-04-06,2023-03-29
1017,S29G01N223,2017-03-01,2016-2017,06,부산KT,65,인천전자랜드,0,3,carryover,0,2017-02-21,2017-02-26,2017-02-19,2017-02-25,train,2021-04-06,2023-03-29
